Clean_Name,min_CC50_mM_on_human,biocompatibility_label,num_measurements,num_human_measurements
3-HYDROXY-2 4-DIMETHYL-5-((TRIPHENYLPHOSPHONIO)METHYL)PYRIDIN-1-IUM CHLORIDE,1.139,-1,1,1
3215 LS,,-1,1,1
4-(2-ETHOXYETHYL)-4-METHYLMORPHOLIN-4-IUM BIS((TRIFLUOROMETHYL)SULFONYL)IMIDE,4.9,-1,1,1
4-(2-HYDROXYETHYL)-4-METHYLMORPHOLIN-4-IUM BIS((TRIFLUOROMETHYL)SULFONYL)IMIDE,1.5,-1,1,1
4-(2-METHOXYETHYL)-4-METHYLMORPHOLIN-4-IUM BIS((TRIFLUOROMETHYL)SULFONYL)IMIDE,6.5,-1,1,1
4-(3-HYDROXYPROPYL)-4-METHYLMORPHOLIN-4-IUM BIS((TRIFLUOROMETHYL)SULFONYL)IMIDE,3.4,-1,1,1
4-(3-METHOXYPROPYL)-4-METHYLMORPHOLIN-4-IUM BIS((TRIFLUOROMETHYL)SULFONYL)IMIDE,5.9,-1,1,1
4-(CYANOMETHYL)-4-METHYLMORPHOLIN-4-IUM BIS((TRIFLUOROMETHYL)SULFONYL)IMIDE,3.4,-1,1,1
4-(ETHOXYMETHYL)-4-METHYLMORPHOLIN-4-IUM BIS((TRIFLUOROMETHYL)SULFONYL)IMIDE,2.3,-1,1,1
4-(ETHOXYMETHYL)-4-METHYLMORPHOLIN-4-IUM CHLORIDE,3.3,-1,1,1
4-BENZYL-4-METHYLMORPHOLIN-4-IUM (Z)-3-CARBOXYACRYLATE,2.24,-1,1,1
4-BENZYL-4-METHYLMORPHOLIN-4-IUM 2-(2-METHOXYETHOXY)ACETATE,7.76,-1,1,1
4-BENZYL-4-METHYLMORPHOLIN-4-IUM 2-METHOXYACETATE,7.94,-1,1,1
4-BENZYL-4-METHYLMORPHOLIN-4-IUM 3-OXO-3H-BENZO D ISOTHIAZOL-2-IDE 1 1-DIOXIDE,3.16,-1,1,1
4-BENZYL-4-METHYLMORPHOLIN-4-IUM HEXANOATE,4.27,-1,1,1
4-BENZYL-4-METHYLMORPHOLIN-4-IUM HYDROGEN SULFATE,4.37,-1,1,1
4-BENZYL-4-METHYLMORPHOLIN-4-IUM OCTANOATE,1.66,-1,1,1
4-BUTYL-4-METHYLMORPHOLIN-4-IUM BIS((TRIFLUOROMETHYL)SULFONYL)IMIDE,2.7,-1,1,1
4T1,,-1,1,1
4T1-LUC,,-1,1,1
67NR,,-1,1,1
786-0,,-1,1,1
A2780,,-1,1,1
A2780-CR,,-1,1,1
A2780-DR,,-1,1,1
A375,,-1,1,1
A431,,-1,1,1
A498,,-1,1,1
A549,,-1,1,1
ACHN,,-1,1,1
AGS,,-1,1,1
B-13,,-1,1,1
B-13/H,,-1,1,1
B16F10,,-1,1,1
BALB/3T3 CLONE A31,,-1,1,1
BGC-823,,-1,1,1
BGM,,-1,1,1
BIS(DIMETHYLAMINO)METHANIMINIUM HYDROGEN (1-HYDROXY-1-PHOSPHONOETHYL)PHOSPHONATE,1.6,-1,2,2
BT-20,,-1,1,1
BT-549,,-1,1,1
C6,,-1,1,1
CACO-2,,-1,1,1
CAK-1,,-1,1,1
CCO,,-1,1,1
CCRF-CEM,,-1,1,1
CHANG,,-1,1,1
CHO-K1,,-1,1,1
COLO 205,,-1,1,1
COLO320HSR,,-1,1,1
CV-1,,-1,1,1
DIETHYL(METHYL)SULFONIUM BIS((TRIFLUOROMETHYL)SULFONYL)IMIDE,2.33,-1,3,3
DLA,,-1,1,1
DLD-1,,-1,1,1
DU-145,,-1,1,1
EA HY926,,-1,1,1
EHRLICH-LETTRE ASCITES STRAIN E,,-1,1,1
EKVX,,-1,1,1
ERYTHROCYTES,,-1,1,1
ETHANAMINIUM 2-HYDROXYACETATE,1.3,-1,1,1
ETHANAMINIUM ACETATE,2.4,-1,1,1
FADU,,-1,1,1
FHC,,-1,1,1
FIBRO,,-1,1,1
FL,,-1,1,1
GES-1,,-1,1,1
GF,,-1,1,1
H1299,,-1,1,1
H661,,-1,1,1
HACAT,,-1,1,1
HCC-2998,,-1,1,1
HCC1937,,-1,1,1
HCE,,-1,1,1
HCT-116,,-1,1,1
HCT-15,,-1,1,1
HDFA,,-1,1,1
HEK293,,-1,1,1
HEK293T,,-1,1,1
HELA,,-1,1,1
HELF,,-1,1,1
HEP-2,,-1,1,1
HEP3B,,-1,1,1
HEPG2,,-1,1,1
HFF-1,,-1,1,1
HL-60 (TB),,-1,1,1
HL60,,-1,1,1
HOP-62,,-1,1,1
HOP-92,,-1,1,1
HS 578T,,-1,1,1
HS27,,-1,1,1
HS578BST,,-1,1,1
HT29,,-1,1,1
HUVEC,,-1,1,1
IEC- 18,,-1,1,1
IGROV1,,-1,1,1
IPC-81,,-1,1,1
J774 1,,-1,1,1
J774A 1,,-1,1,1
JURKAT,,-1,1,1
K562,,-1,1,1
KM12,,-1,1,1
L-132,,-1,1,1
L02,,-1,1,1
L929,,-1,1,1
LNCAP,,-1,1,1
LOVO,,-1,1,1
LOX IMVI,,-1,1,1
M-HELA,,-1,1,1
M14,,-1,1,1
MALME-3M,,-1,1,1
MB49,,-1,1,1
MC3T3-E1,,-1,1,1
MCF-10A,,-1,1,1
MCF-7,,-1,1,1
MDA-MB-231,,-1,1,1
MDA-MB-435,,-1,1,1
MDA-MB-468,,-1,1,1
MG63,,-1,1,1
MIA PACA-2,,-1,1,1
MOLT-4,,-1,1,1
MRC-5,,-1,1,1
N N N-TRIETHYLBUTAN-1-AMINIUM BIS((TRIFLUOROMETHYL)SULFONYL)IMIDE,1.51,-1,1,1
N N N-TRIETHYLBUTAN-1-AMINIUM BROMIDE,8.0,-1,1,1
N N N-TRIETHYLPROP-2-EN-1-AMINIUM CHLORIDE,6.41,-1,1,1
N N N-TRIMETHYLBUTAN-1-AMINIUM METHANESULFONATE,4.7322,-1,1,1
N N-DIBUTYL-N-METHYLBUTAN-1-AMINIUM ACETATE,9.8,-1,1,1
N N-DIBUTYL-N-METHYLBUTAN-1-AMINIUM METHANESULFONATE,1.2522,-1,1,1
N N-DIETHYL-N-METHYLETHANAMINIUM METHYL SULFATE,4.4,-1,1,1
N N-DIMETHYL-N-(2-((2R 3S 4R 5R)-2 3 4 5 6-PENTAHYDROXYHEXANAMIDO)ETHYL)BUTAN-1-AMINIUM BROMIDE,1.54,-1,3,3
N N-DIMETHYL-N-(3-((2R 3S 4R 5R)-2 3 4 5 6-PENTAHYDROXYHEXANAMIDO)PROPYL)OCTAN-1-AMINIUM BROMIDE,1.27,-1,3,3
N-((5-(CHLOROMETHYL)FURAN-2-YL)METHYL)-N-ETHYLETHANAMINIUM CHLORIDE,5.35,-1,1,1
N-((5-(HYDROXYMETHYL)FURAN-2-YL)METHYL)CYCLOHEXANAMINIUM CHLORIDE,9.97,-1,1,1
N-((DIHEXYLAMINO)(DIMETHYLAMINO)METHYLENE)-N-HEXYLHEXAN-1-AMINIUM BIS((TRIFLUOROMETHYL)SULFONYL)IMIDE,6.026,-1,1,1
N-(2-HYDROXYETHYL)-N N-DIMETHYLBUTAN-1-AMINIUM BIS((TRIFLUOROMETHYL)SULFONYL)IMIDE,1.68,-1,2,2
N-(2-HYDROXYETHYL)-N N-DIMETHYLBUTAN-1-AMINIUM BROMIDE,5.26,-1,4,4
N-(2-HYDROXYETHYL)-N N-DIMETHYLDODECAN-1-AMINIUM BROMIDE,1.241244791,-1,1,1
N-(2-HYDROXYETHYL)-N N-DIMETHYLHEXAN-1-AMINIUM BIS((TRIFLUOROMETHYL)SULFONYL)IMIDE,3.28,-1,1,1
N-(BIS(DIBUTYLAMINO)METHYLENE)-N-METHYLMETHANAMINIUM TETRAFLUOROBORATE,9.2,-1,1,1
N-(BIS(DIMETHYLAMINO)METHYLENE)-N-ETHYLETHANAMINIUM IODIDE,4.077533293,-1,4,4
N-(BIS(DIMETHYLAMINO)METHYLENE)ETHANAMINIUM IODIDE,7.56,-1,4,4
N-(BIS(DIOCTYLAMINO)METHYLENE)-N-METHYLMETHANAMINIUM TETRAFLUOROBORATE,5.635,-1,1,1
N-(CYANOMETHYL)-N N-DIMETHYLETHANAMINIUM BIS((TRIFLUOROMETHYL)SULFONYL)IMIDE,7.3,-1,1,1
N-(ETHOXYMETHYL)-N N-DIMETHYLETHANAMINIUM BIS((TRIFLUOROMETHYL)SULFONYL)IMIDE,6.3,-1,1,1
N-(ETHOXYMETHYL)-N N-DIMETHYLETHANAMINIUM CHLORIDE,3.9,-1,1,1
N-BENZYL-1-(5-(CHLOROMETHYL)FURAN-2-YL)METHANAMINIUM CHLORIDE,1.06,-1,1,1
N-BENZYL-1-(5-(HYDROXYMETHYL)FURAN-2-YL)METHANAMINIUM CHLORIDE,8.8,-1,1,1
N-BENZYL-1-(5-(HYDROXYMETHYL)FURAN-2-YL)METHANAMINIUM DIHYDROGEN PHOSPHATE,6.1,-1,1,1
N-BENZYL-1-(5-(HYDROXYMETHYL)FURAN-2-YL)METHANAMINIUM SULFATE,1.56,-1,1,1
N-BENZYL-2-HYDROXY-N N-DIMETHYLETHAN-1-AMINIUM BROMIDE,1.38,-1,3,3
N-BENZYL-N N-DIETHYLETHANAMINIUM BROMIDE,5.29,-1,1,1
N-ETHYL-2-HYDROXY-N N-DIMETHYLETHAN-1-AMINIUM BIS((TRIFLUOROMETHYL)SULFONYL)IMIDE,2.91,-1,2,2
N-ETHYL-2-METHOXY-N N-DIMETHYLETHAN-1-AMINIUM BIS((TRIFLUOROMETHYL)SULFONYL)IMIDE,2.0,-1,1,1
N-ETHYL-3-HYDROXY-N N-DIMETHYLPROPAN-1-AMINIUM BIS((TRIFLUOROMETHYL)SULFONYL)IMIDE,6.7,-1,1,1
N-ETHYL-3-METHOXY-N N-DIMETHYLPROPAN-1-AMINIUM BIS((TRIFLUOROMETHYL)SULFONYL)IMIDE,6.7,-1,1,1
N-ETHYL-N N-DIMETHYLBUTAN-1-AMINIUM BIS((TRIFLUOROMETHYL)SULFONYL)IMIDE,2.7,-1,1,1
N-ETHYL-N-((5-(HYDROXYMETHYL)FURAN-2-YL)METHYL)ETHANAMINIUM SULFATE,8.59,-1,1,1
N1 N1 N6 N6-TETRAKIS(2-HYDROXYETHYL)-N1 N6-DIMETHYLHEXANE-1 6-DIAMINIUM BUTYRATE,7.4,-1,1,1
N1 N4-BIS(2-HYDROXYETHYL)-N1 N1 N4 N4-TETRAMETHYLBUTANE-1 4-DIAMINIUM BIS((TRIFLUOROMETHYL)SULFONYL)IMIDE,1.95,-1,1,1
N1 N6-BIS(2-HYDROXYETHYL)-N1 N1 N6 N6-TETRAMETHYLHEXANE-1 6-DIAMINIUM BIS((TRIFLUOROMETHYL)SULFONYL)IMIDE,1.97,-1,1,1
N1 N8-BIS(2-HYDROXYETHYL)-N1 N1 N8 N8-TETRAMETHYLOCTANE-1 8-DIAMINIUM BIS((TRIFLUOROMETHYL)SULFONYL)IMIDE,1.79,-1,1,1
NCI-H226,,-1,1,1
NCI-H23,,-1,1,1
NCI-H322M,,-1,1,1
NCI-H460,,-1,1,1
NCI-H522,,-1,1,1
NCI/ADR-RES,,-1,1,1
NCTC 2544,,-1,1,1
NHDF,,-1,1,1
NIH/3T3,,-1,1,1
OVCAR-3,,-1,1,1
OVCAR-4,,-1,1,1
OVCAR-5,,-1,1,1
OVCAR-8,,-1,1,1
PANC-1,,-1,1,1
PBMC,,-1,1,1
PC12,,-1,1,1
PC3,,-1,1,1
POLY OXY(METHYL-1 2-ETHANEDIYL) -L- 2-(DIETHYLMETHYLAMMONIO)ETHYL -O-HYDROXY CHLORIDE,1.07,-1,1,1
POTASSIUM N N N-TRIETHYLAMMONIO-UNDECAHYDRO-CLOSO-DODECABORATE,1.66,-1,1,1
POTASSIUM N N N-TRIMETHYLAMMONIO-UNDECAHYDRO-CLOSO-DODECABORATE,9.1,-1,1,1
RBC,,-1,1,1
RKO,,-1,1,1
RPMI-8226,,-1,1,1
RWPE-1,,-1,1,1
RXF 393,,-1,1,1
SF,,-1,1,1
SF-268,,-1,1,1
SF-295,,-1,1,1
SF-539,,-1,1,1
SF-9,,-1,1,1
SH-SY5Y,,-1,1,1
SK-MEL-2,,-1,1,1
SK-MEL-28,,-1,1,1
SK-MEL-5,,-1,1,1
SK-OV-3,,-1,1,1
SKBR3,,-1,1,1
SMMC-7721,,-1,1,1
SN12C,,-1,1,1
SNB-19,,-1,1,1
SNB-75,,-1,1,1
SR,,-1,1,1
SW-620,,-1,1,1
SW480,,-1,1,1
T-47D,,-1,1,1
TETRABUTYLAMMONIUM (2R 3S 4R 5R)-2 3 4 5 6-PENTAHYDROXYHEXANOATE,7.84,-1,3,3
TETRABUTYLAMMONIUM 1 1 2 2 3 3 4 4 4-NONAFLUOROBUTANE-1-SULFONATE,1.585,-1,5,5
TETRABUTYLAMMONIUM 1 1 2 2 3 3 4 4 5 5 6 6 7 7 8 8 8-HEPTADECAFLUOROOCTANE-1-SULFONATE,4.466,-1,2,2
TETRABUTYLAMMONIUM CHLORIDE,1.79,-1,8,8
TETRABUTYLAMMONIUM TETRAFLUOROBORATE,2.23,-1,7,7
TETRABUTYLPHOSPHONIUM (2R 3S 4R 5R)-2 3 4 5 6-PENTAHYDROXYHEXANOATE,5.02,-1,3,3
TETRAHEXYL-DIMETHYLGUANIDINIUM DICYANAMIDE,6.026,-1,1,1
TK-10,,-1,1,1
TRIBUTYL(METHYL)PHOSPHONIUM BIS((TRIFLUOROMETHYL)SULFONYL)IMIDE,1.21,-1,3,3
TRIBUTYL(METHYL)PHOSPHONIUM DIMETHYL PHOSPHATE,4.67,-1,3,3
TRIHEXYL(TETRADECYL)PHOSPHONIUM TETRACHLOROFERRATE(III),1.069,-1,1,1
TRIS(2-HYDROXYETHYL)AMMONIUM ACETATE,1.6,-1,1,1
TRIS(4-(DIMETHYLAMINO)PHENYL)(3-IODOPROPYL)PHOSPHONIUM IODIDE,1.67,-1,6,6
U251,,-1,1,1
U937,,-1,1,1
UACC-257,,-1,1,1
UACC-62,,-1,1,1
UCI 101,,-1,1,1
UCI 107,,-1,1,1
UO-31,,-1,1,1
V79,,-1,1,1
VERO,,-1,1,1
VERO E6,,-1,1,1
WI-38,,-1,1,1
WIDR,,-1,1,1
